Date,Open,High,Low,Close,Adj Close,Volume
2014-12-29,94.080002,94.459999,93.730003,93.760002,87.107628,678400
2014-12-30,93.169998,94.040001,92.639999,93.110001,86.503754,903900
2014-12-31,93.180000,93.889999,92.160004,92.190002,85.648987,1050500
2015-01-02,92.209999,93.160004,90.370003,91.209999,84.738556,1880300
2015-01-05,90.300003,91.339996,89.739998,90.849998,84.404106,2493300
2015-01-06,90.809998,91.199997,87.610001,88.059998,81.812042,2283800
2015-01-07,87.970001,89.040001,87.870003,88.669998,82.613327,1657600
2015-01-08,89.180000,90.629997,89.120003,89.860001,83.722023,1947100
2015-01-09,90.330002,90.500000,87.860001,87.970001,81.961105,2217700
2015-01-12,87.900002,88.269997,86.480003,86.720001,80.796486,1834600
2015-01-13,87.589996,88.919998,85.629997,86.309998,80.414497,1553600
2015-01-14,85.199997,86.260002,85.080002,86.230003,80.339958,1618100
2015-01-15,86.150002,86.639999,84.889999,85.080002,79.268532,910500
2015-01-16,84.949997,86.440002,84.750000,86.419998,80.517006,1393700
2015-01-20,87.050003,87.970001,86.169998,87.419998,81.448677,1843200
2015-01-21,85.919998,87.930000,85.919998,86.400002,80.498337,1770600
2015-01-22,86.930000,89.260002,86.269997,88.790001,82.725098,2997400
2015-01-23,89.389999,90.110001,88.900002,89.419998,83.312065,2138600
2015-01-26,89.459999,89.620003,88.650002,89.360001,83.256157,2058600
2015-01-27,88.190002,89.500000,87.500000,88.449997,82.408302,1520500
2015-01-28,89.309998,89.529999,87.489998,87.500000,81.523216,1541900
2015-01-29,87.320000,88.790001,87.040001,88.449997,82.408302,1617400
2015-01-30,87.959999,88.500000,86.730003,86.820000,80.889694,1900300
2015-02-02,87.510002,88.860001,85.769997,88.279999,82.249931,1772300
2015-02-03,88.540001,90.519997,88.540001,90.500000,84.318291,1998100
2015-02-04,89.970001,91.139999,89.800003,90.540001,84.355576,1483500
2015-02-05,90.470001,91.800003,90.199997,91.709999,85.445656,1084500
2015-02-06,90.660004,91.150002,87.330002,87.830002,81.830681,3880400
2015-02-09,87.669998,88.910004,86.970001,87.839996,81.839989,2200600
2015-02-10,88.500000,89.269997,88.110001,89.139999,83.051186,1817500
2015-02-11,89.370003,89.779999,88.550003,88.790001,82.725098,1863100
2015-02-12,89.180000,89.690002,88.680000,89.389999,83.284126,1969300
2015-02-13,89.629997,90.279999,89.449997,90.250000,84.085358,2357900
2015-02-17,90.059998,90.300003,89.510002,90.089996,83.936302,2884800
2015-02-18,90.000000,90.290001,89.059998,89.760002,83.628853,2404400
2015-02-19,89.720001,91.250000,89.269997,91.110001,84.886635,2810100
2015-02-20,94.910004,96.889999,94.099998,96.720001,90.113426,4828500
2015-02-23,96.529999,96.720001,95.930000,96.339996,89.759377,1831200
2015-02-24,96.209999,97.440002,95.930000,97.379997,90.728363,1400500
2015-02-25,97.169998,98.089996,97.019997,97.639999,90.970612,1380700
2015-02-26,97.529999,98.070000,97.279999,97.680000,91.007858,1061000
2015-02-27,97.309998,97.910004,97.120003,97.629997,90.961296,1298100
2015-03-02,97.559998,98.690002,97.239998,98.680000,91.939560,997300
2015-03-03,98.330002,98.550003,97.599998,98.000000,91.306007,1310800
2015-03-04,97.410004,98.080002,96.879997,97.449997,90.793587,1142900
2015-03-05,97.580002,98.180000,96.830002,98.120003,91.417793,1121600
2015-03-06,97.639999,98.260002,97.129997,97.410004,90.756317,1641700
2015-03-09,97.660004,97.900002,96.910004,97.650002,90.979904,1215800
2015-03-10,96.660004,96.949997,95.379997,95.389999,88.874283,1348100
2015-03-11,95.440002,96.120003,95.010002,95.180000,88.678635,1059000
2015-03-12,95.400002,96.739998,95.239998,96.680000,90.076164,794000
2015-03-13,96.339996,97.989998,96.320000,97.769997,91.091728,1736700
2015-03-16,98.099998,99.750000,97.800003,99.379997,92.591751,1451700
2015-03-17,98.750000,99.379997,98.410004,98.980003,92.219055,1453400
2015-03-18,98.650002,100.660004,98.440002,99.930000,93.104179,1437700
2015-03-19,99.809998,100.379997,99.779999,99.779999,92.964417,1195000
2015-03-20,100.419998,100.879997,100.150002,100.430000,93.570015,3435400
2015-03-23,100.860001,100.860001,100.059998,100.129997,93.290512,1166500
2015-03-24,100.019997,100.720001,99.690002,99.699997,92.889893,1476200
2015-03-25,99.650002,99.699997,97.300003,97.320000,90.672462,1437300
2015-03-26,96.739998,97.599998,96.320000,96.949997,90.327736,788300
2015-03-27,96.650002,97.290001,96.040001,97.059998,90.430191,1023100
2015-03-30,97.800003,98.750000,97.800003,98.230003,91.520309,876100
2015-03-31,97.339996,98.629997,96.959999,96.959999,90.337029,1871600
2015-04-01,96.820000,97.699997,96.250000,97.680000,91.007858,1304100
2015-04-02,97.690002,98.709999,97.349998,98.500000,91.771858,1080600
2015-04-06,97.449997,98.779999,96.919998,97.849998,91.166252,1332300
2015-04-07,98.220001,98.620003,97.320000,97.349998,90.700401,1231700
2015-04-08,97.019997,98.330002,97.019997,97.919998,91.466362,1305800
2015-04-09,97.879997,98.400002,97.290001,97.930000,91.475708,806300
2015-04-10,97.839996,99.110001,97.570000,98.889999,92.372437,1666400
2015-04-13,98.000000,99.180000,97.889999,97.889999,91.438339,1223000
2015-04-14,97.830002,98.120003,97.099998,97.879997,91.429001,1823400
2015-04-15,98.400002,98.660004,97.820000,97.959999,91.503723,955500
2015-04-16,97.290001,97.489998,96.910004,97.389999,90.971283,1465000
2015-04-17,96.510002,96.709999,95.330002,95.580002,89.280586,1550800
