Date,Open,High,Low,Close,Adj Close,Volume
2014-12-30,105.419998,105.800003,105.059998,105.360001,84.375717,4371700
2014-12-31,105.610001,106.110001,104.540001,104.570000,83.743065,6202100
2015-01-02,105.050003,105.550003,104.129997,104.519997,83.703041,5753600
2015-01-05,104.480003,104.730003,103.680000,103.790001,83.118416,8079300
2015-01-06,104.339996,104.989998,102.940002,103.279999,82.709991,7428000
2015-01-07,103.910004,105.830002,103.809998,105.559998,84.535881,7931700
2015-01-08,106.059998,106.489998,105.750000,106.389999,85.200569,9916000
2015-01-09,106.500000,106.500000,104.750000,104.940002,84.039383,7364800
2015-01-12,105.169998,105.820000,104.300003,104.580002,83.751076,6839000
2015-01-13,105.440002,106.330002,104.239998,104.760002,83.895218,10151100
2015-01-14,103.860001,104.430000,103.510002,104.000000,83.286575,8887700
2015-01-15,102.970001,103.930000,101.949997,102.489998,82.077309,10834800
2015-01-16,102.059998,104.620003,102.000000,104.040001,83.318619,14092300
2015-01-20,101.550003,102.050003,100.260002,101.290001,81.116341,20460000
2015-01-21,100.559998,102.099998,100.400002,101.900002,81.604843,11702900
2015-01-22,102.389999,103.830002,101.570000,103.760002,83.094376,9036600
2015-01-23,102.940002,102.970001,101.940002,102.199997,81.845078,10126000
2015-01-26,101.800003,102.449997,101.209999,102.260002,81.893135,8962800
2015-01-27,101.830002,102.769997,100.930000,102.089996,81.756989,10160500
2015-01-28,102.480003,102.930000,101.440002,101.480003,81.268494,9053200
2015-01-29,101.510002,102.459999,100.669998,102.379997,81.989227,7569300
2015-01-30,101.580002,102.000000,100.089996,100.139999,80.195374,10676300
2015-02-02,100.489998,100.849998,99.379997,100.830002,80.747948,8990700
2015-02-03,101.400002,102.559998,101.120003,102.459999,82.053299,10005200
2015-02-04,102.120003,102.449997,101.019997,101.360001,81.172394,9514100
2015-02-05,101.570000,102.559998,101.459999,102.459999,82.053299,6642200
2015-02-06,102.110001,102.449997,100.830002,101.099998,80.964180,9215700
2015-02-09,101.059998,101.059998,99.099998,99.779999,79.907059,9851700
2015-02-10,100.190002,100.699997,99.430000,100.349998,80.363564,12275500
2015-02-11,100.459999,100.790001,99.949997,100.379997,80.387566,8177000
2015-02-12,100.500000,100.540001,97.150002,98.440002,78.833961,25835200
2015-02-13,98.440002,99.669998,98.330002,99.620003,79.778931,11153600
2015-02-17,99.389999,100.480003,99.120003,100.440002,80.435631,8627100
2015-02-18,100.699997,100.940002,99.379997,99.959999,80.051239,7878200
2015-02-19,99.949997,100.839996,99.610001,100.699997,80.643822,10028200
2015-02-20,100.180000,100.370003,99.110001,100.260002,80.853523,10085700
2015-02-23,100.739998,100.769997,99.800003,100.180000,80.788994,6878200
2015-02-24,100.250000,101.050003,100.000000,100.699997,81.208328,6587200
2015-02-25,100.940002,101.290001,100.160004,101.209999,81.619629,9684000
2015-02-26,101.379997,103.180000,101.220001,102.800003,82.901878,11437900
2015-02-27,103.040001,103.330002,102.480003,102.510002,82.668007,8500000
2015-03-02,102.510002,103.410004,102.510002,103.220001,83.240562,7277600
2015-03-03,103.099998,103.099998,101.809998,102.339996,82.530922,6419700
2015-03-04,102.120003,102.120003,101.169998,101.650002,81.974472,8665500
2015-03-05,102.070000,103.209999,102.000000,102.519997,82.676056,8042300
2015-03-06,102.089996,102.430000,99.879997,100.110001,80.732559,9287600
2015-03-09,100.199997,100.919998,99.760002,100.660004,81.176109,5701100
2015-03-10,99.989998,100.440002,99.510002,99.529999,80.264816,8735700
2015-03-11,99.830002,99.830002,98.220001,98.320000,79.289032,9138100
2015-03-12,98.959999,100.239998,98.830002,99.830002,80.506760,8318000
2015-03-13,99.849998,100.050003,98.639999,99.209999,80.006744,7821800
2015-03-16,99.739998,101.070000,99.739998,101.059998,81.498665,7726500
2015-03-17,100.110001,100.519997,99.410004,99.889999,80.555130,7301500
2015-03-18,99.889999,101.739998,99.129997,101.459999,81.821243,7972500
2015-03-19,101.040001,101.959999,100.910004,101.690002,82.006714,6863100
2015-03-20,101.870003,102.900002,101.760002,102.400002,82.579285,12433800
2015-03-23,102.470001,103.349998,102.230003,102.980003,83.047035,9016000
2015-03-24,102.830002,103.230003,101.930000,101.959999,82.224457,8390700
2015-03-25,101.849998,102.500000,100.339996,100.339996,80.918022,8444100
2015-03-26,99.949997,100.809998,99.559998,100.139999,80.756729,9972400
2015-03-27,100.279999,100.949997,100.150002,100.339996,80.918022,5847400
2015-03-30,101.239998,101.860001,100.760002,101.550003,81.893822,6061200
2015-03-31,100.970001,101.489998,100.589996,100.599998,81.127686,8028000
2015-04-01,100.459999,100.459999,98.610001,99.150002,79.958351,11368100
2015-04-02,99.440002,99.989998,98.889999,99.639999,80.353508,6097100
2015-04-06,98.839996,99.559998,98.040001,99.160004,79.966438,9697600
