Date,Open,High,Low,Close,Adj Close,Volume
2014-12-29,66.580002,67.370003,66.419998,67.139999,46.988041,3872800
2014-12-30,66.769997,67.160004,66.019997,66.300003,46.400177,5568800
2014-12-31,66.720001,67.099998,65.349998,65.440002,45.798309,3917300
2015-01-02,65.440002,66.400002,65.440002,65.889999,46.113228,5086100
2015-01-05,65.500000,66.099998,63.880001,64.650002,45.245426,8007400
2015-01-06,65.620003,65.750000,63.700001,64.330002,45.021461,5483700
2015-01-07,64.570000,67.050003,64.480003,66.930000,46.841087,8283300
2015-01-08,68.160004,68.290001,67.419998,67.629997,47.330986,7949000
2015-01-09,66.690002,67.199997,65.110001,65.779999,46.036247,8779900
2015-01-12,66.339996,66.930000,65.309998,65.760002,46.022240,6159800
2015-01-13,65.720001,66.070000,62.910000,63.389999,44.696648,13908400
2015-01-14,62.619999,64.070000,61.860001,63.700001,44.915237,9448300
2015-01-15,64.000000,64.110001,62.869999,62.889999,44.344105,6149100
2015-01-16,62.950001,64.620003,62.639999,64.540001,45.507526,8106000
2015-01-20,65.059998,65.290001,62.750000,63.450001,44.738960,9065300
2015-01-21,63.099998,63.450001,62.279999,62.700001,44.210140,7979500
2015-01-22,63.200001,63.450001,61.880001,62.980000,44.407558,8941700
2015-01-23,63.660000,63.660000,62.349998,62.430000,44.019756,6881100
2015-01-26,62.259998,63.040001,61.680000,62.830002,44.301811,8181100
2015-01-27,62.330002,63.500000,62.200001,63.099998,44.492172,6532300
2015-01-28,63.439999,63.560001,61.689999,61.849998,43.610794,6910100
2015-01-29,62.119999,63.380001,61.590000,63.119999,44.506283,8485600
2015-01-30,62.090000,62.680000,60.119999,60.349998,42.553135,17582500
2015-02-02,61.490002,61.490002,58.650002,60.700001,42.799915,11491100
2015-02-03,61.599998,61.759998,59.980000,61.650002,43.469772,10721800
2015-02-04,58.950001,58.950001,56.650002,56.910000,40.127575,31250600
2015-02-05,57.549999,58.259998,56.150002,57.990002,40.889088,18964700
2015-02-06,57.709999,57.830002,56.689999,56.900002,40.120522,13890900
2015-02-09,55.669998,56.349998,55.180000,55.480000,39.119270,22522000
2015-02-10,55.930000,57.009998,55.599998,56.889999,40.113476,18917000
2015-02-11,57.360001,57.830002,56.259998,56.689999,39.972446,14681600
2015-02-12,57.400002,57.580002,56.160000,57.049999,40.226292,11940900
2015-02-13,57.349998,58.099998,56.900002,58.049999,40.931393,11303200
2015-02-17,58.950001,59.000000,57.900002,58.720001,41.403820,12789700
2015-02-18,59.150002,59.480000,58.310001,59.240002,41.770466,10781700
2015-02-19,58.919998,59.080002,58.650002,59.000000,41.601242,8665500
2015-02-20,59.610001,61.340000,59.220001,61.299999,43.222988,15534000
2015-02-23,61.540001,61.900002,60.240002,60.570000,42.708256,11582700
2015-02-24,60.849998,61.299999,60.520000,60.869999,42.919788,7900700
2015-02-25,61.099998,61.099998,60.209999,60.619999,42.743511,9983900
2015-02-26,60.349998,60.810001,60.270000,60.520000,42.673016,7328200
2015-02-27,60.529999,60.990002,60.369999,60.500000,42.658897,8649100
2015-03-02,60.500000,60.750000,60.060001,60.459999,42.630692,6150900
2015-03-03,60.349998,60.450001,59.439999,59.619999,42.038399,7421000
2015-03-04,59.320000,60.419998,59.029999,60.270000,42.496716,8536000
2015-03-05,57.209999,59.480000,56.650002,56.860001,40.092312,47051800
2015-03-06,56.950001,57.400002,55.439999,55.639999,39.232086,22853000
2015-03-09,55.930000,56.029999,55.259998,55.540001,39.161572,14779900
2015-03-10,55.220001,56.299999,54.779999,55.840000,39.373100,17907700
2015-03-11,56.189999,56.880001,55.660000,56.619999,39.923088,14629000
2015-03-12,56.779999,58.910000,56.650002,58.000000,40.896141,18227800
2015-03-13,58.119999,58.869999,57.349998,58.000000,40.896141,10114500
2015-03-16,58.459999,59.700001,58.330002,59.119999,41.685844,12098700
2015-03-17,58.720001,60.180000,58.700001,59.730000,42.115967,10983600
2015-03-18,59.759998,60.419998,59.250000,59.889999,42.228786,11889200
2015-03-19,60.090000,61.480000,59.990002,61.189999,43.145428,14110500
2015-03-20,61.500000,61.730000,60.320000,60.400002,42.588390,13313100
2015-03-23,60.049999,61.189999,59.619999,60.480000,42.644798,7926400
2015-03-24,60.650002,60.820000,59.450001,59.630001,42.045460,7970000
2015-03-25,60.080002,60.090000,58.209999,58.220001,41.051258,11619200
2015-03-26,57.980000,58.090000,57.220001,57.270000,40.381416,10853900
2015-03-27,57.630001,58.049999,57.310001,57.650002,40.649353,6830100
2015-03-30,57.930000,58.340000,57.790001,58.240002,41.065365,5781900
2015-03-31,58.009998,58.810001,57.709999,58.540001,41.276901,12313600
2015-04-01,58.480000,58.490002,56.330002,57.099998,40.261543,14903300
2015-04-02,57.439999,57.810001,56.900002,57.009998,40.198078,8787000
2015-04-06,56.810001,57.889999,56.680000,57.610001,40.621140,10280100
2015-04-07,58.250000,58.750000,57.790001,58.419998,41.192276,10171500
2015-04-08,58.500000,58.980000,57.950001,58.810001,41.467274,11075800
2015-04-09,59.200001,60.430000,59.049999,60.320000,42.531986,12698000
2015-04-10,60.500000,62.330002,60.320000,62.000000,43.716557,17894700
2015-04-13,61.810001,62.160000,61.060001,61.200001,43.510380,11400900
2015-04-14,61.400002,61.810001,60.509998,61.720001,43.880081,13071400
2015-04-15,62.099998,62.700001,61.970001,62.029999,44.100468,11534200
